代码,名称,涨幅%,涨速%,现价,市盈(动),行业PE,细分行业,所属行业,AB股总市值,上市日期,涨跌,买价,流通市值,主营构成,卖价,总量,总金额,市盈(静),换手%,地区,开盘换手Z,现量,今开,最高,最低,昨收,量比,振幅%,均价,内盘,外盘,内外比,买量,卖量,未匹配量,开盘金额,封成比,封单额,流通股(亿),强弱度%,活跃度,笔均量,笔换手,连涨天,3日涨幅%,20日涨幅%,60日涨幅%,年初至今%,换手Z,流通市值Z,流通比例Z%,市盈(TTM),贝塔系数,近日指标提示,短期形态,中期形态,长期形态,开盘%,最高%,最低%,均涨幅%,实体涨幅%,回头波%,攻击波%,现均差%,财务更新,总股本(亿),B/A股(亿),H股(亿),总资产(亿),净资产(亿),少数股权(亿),资产负债率%,流动资产(亿),固定资产(亿),无形资产(亿),流动负债(亿),存货(亿),应收账款(亿),资本公积金(亿),营业收入(亿),营业成本(亿),营业利润(亿),投资收益(亿),利润总额(亿),税后利润(亿),净利润(亿),扣非净利润(亿),未分利润(亿),经营现金流(亿),总现金流(亿),股东人数,人均持股,人均市值,利润同比%,收入同比%,市净率,市现率,市销率,股息率%,每股收益,每股净资,每股公积,每股未分配,每股现金流,权益比%,净益率%,毛利率%,营业利润率%,净利润率%,研发费用(亿),员工人数,交易代码,自选日,自选价,自选收益%
300993,玉马遮阳,-1.14,0.36,13.86,23.18,30.35,家居用品,可选消费-家居用品,         32.85亿,20210524,-0.16,13.85,         10.60亿,阳光面料,13.86,33725,4689.81,23.68,4.41,山东,0.01,740,14.02,14.25,13.61,14.02,1.07,4.56,13.91,21011,12714,1.65,395,68,--  ,8.55,--  ,--  ,0.77,1.16,1627,21,0.0027,-2,-2.12,5.4,11.87,-12.5,4.41,         10.60亿,32.28,22.66,0.84,MACD死叉,2,6,14,0,1.64,-2.92,-0.78,-1.14,-2.74,1.84,-0.36,20220826,2.37,--  ,--  ,12.52,11.85,--  ,5.38,7.27,2.64,1.06,0.67,1.44,0.62,5.49,2.56,1.51,0.82,0,0.83,0.71,0.71,0.69,3.63,0.45,-0.95,9383,8154,11.30万,9.85,9.47,2.77,73.81,12.83,0.79,0.300㈡,5,2.31,1.53,0.19,94.62,   5.98㈡,41.04,31.86,27.67,0.09,882,300993,--  ,--  ,--  
300994,久祺股份,-0.7,-0.2,24,22.97,147.55,文教休闲,社会服务-文教休闲,         46.62亿,20210812,-0.17,23.99,         15.57亿,配件,24,13062,3189.23,22.88,2.01,浙江,0.04,358,24.5,24.87,23.98,24.17,0.81,3.68,24.42,6675,6387,1.05,5,276,--  ,60.27,--  ,--  ,0.65,1.6,1084,12,0.0019,-3,-6.1,-9.64,-25.3,-48.87,2.38,         13.20亿,28.31,21.22,1.05,KDJ死叉,9,1,11,1.37,2.9,-0.79,1.03,-2.04,-3.5,0.08,-1.74,20220908,1.94,--  ,--  ,20.02,10.55,0.5,44.82,18.03,1.17,0.51,8.95,2.06,6.29,5.84,13.61,11.82,1.35,0.02,1.35,1.01,1.01,0.97,2.4,1.72,-2.56,9812,5604,13.45万,18.76,-13.86,4.42,27.13,3.43,2.81,0.520㈡,5.43,3.01,1.24,0.88,52.71,   9.62㈡,13.13,9.89,7.45,0.1,705,300994,--  ,--  ,--  
300995,奇德新材,-3.34,0,18.52,58.15,28.01,塑料,材料-化工,         15.59亿,20210526,-0.64,18.52,          5.39亿,改性尼龙复合材料及制品,18.54,5089,957.49,49.88,1.75,广东,0,75,19.13,19.18,18.52,19.16,1.3,3.44,18.81,3365,1724,1.95,31,10,--  ,1.34,--  ,--  ,0.29,-1.04,624,8,0.0028,-3,-8.23,-20.07,-9.57,-32.58,2.34,          4.04亿,25.89,75.33,1.2,空头排列,1,7,9,-0.16,0.1,-3.34,-1.83,-3.19,-3.44,0,-1.51,20220907,0.84,--  ,--  ,7.61,6.36,0.02,16.19,3.56,0.72,0.21,1.23,0.44,0.85,3.83,1.4,1.1,0.14,0.05,0.14,0.13,0.13,0.08,1.46,0.41,-0.36,8229,2648,4.90万,-44.91,-8.63,2.45,37.73,11.13,1.23,0.159㈡,7.56,4.55,1.74,0.49,83.61,   2.11㈡,21.62,10.26,9.32,0.07,376,300995,--  ,--  ,--  
300996,普联软件,5.66,-0.53,31.2,233.23,318.16,软件服务,信息产业-软件服务,         44.00亿,20210603,1.67,31.18,         26.25亿,集团管控产品,31.2,39490,12253.97,30.05,4.69,山东,0,423,29.2,31.84,29.05,29.53,7.32,9.45,31.03,13531,25959,0.52,15,1616,--  ,4.96,--  ,--  ,0.84,7.96,2121,19,0.0022,2,7.92,4.59,17.08,-0.28,5.16,         23.86亿,54.23,35.57,0.08,-- -- ,10,2,11,-1.12,7.82,-1.63,5.08,6.85,-2.01,7.4,0.58,20220819,1.41,--  ,--  ,10.47,9.05,0.06,12.92,9.28,0.1,0.06,1.26,1.01,2.75,4.25,1.62,0.81,0.04,0.02,0.04,0.04,0.09,0.06,2.94,-1.73,-0.37,8801,8689,27.11万,-69.53,17.61,4.86,-25.38,27.09,1.02,0.070㈡,6.42,3.01,2.09,-1.23,86.46,   1.04㈡,50,2.17,2.77,0.49,1734,300996,--  ,--  ,--  
300997,欢乐家,-2.88,-0.27,10.8,29.31,31.71,软饮料,日常消费-食品饮料,         48.60亿,20210602,-0.32,10.8,          9.72亿,椰子饮料,10.81,15904,1743.45,27.22,1.77,广东,0,262,11.11,11.18,10.8,11.12,0.96,3.42,10.96,10244,5660,1.81,156,78,--  ,1.44,--  ,--  ,0.9,-0.57,910,17,0.0019,-3,-6.41,-6.58,-12.55,-36.99,1.77,          9.72亿,20,29.37,0.96,平台整理,7,5,9,-0.09,0.54,-2.88,-1.44,-2.79,-3.4,0,-1.44,20220816,4.5,--  ,--  ,17.02,12.65,--  ,25.68,8.18,5.93,1.58,4.14,1.47,1.5,3.42,6.97,4.62,1.12,0.01,1.11,0.83,0.83,0.78,4.45,-0.54,-1.47,23704,3797,4.10万,-13.96,4.9,3.84,-90.02,6.97,1.71,0.184㈡,2.81,0.76,0.99,-0.12,74.32,   6.56㈡,33.73,16.06,11.9,0.01,1875,300997,--  ,--  ,--  
300998,宁波方正,-0.6,-0.15,24.7,165.77,40.85,专用机械,装备制造-工业机械,         26.28亿,20210602,-0.15,24.69,          8.64亿,模具,24.7,4958,1233.39,101.96,1.42,浙江,0,187,24.8,25.13,24.7,24.85,0.84,1.73,24.88,3074,1884,1.63,1,22,--  ,0.25,--  ,--  ,0.35,1.7,464,11,0.0031,-3,-5.36,-18.02,-15.41,-25.67,1.42,          8.64亿,32.89,174.63,1.23,KDJ死叉,1,14,14,-0.2,1.13,-0.6,0.12,-0.4,-1.71,0,-0.72,20220913,1.06,--  ,--  ,13.4,5.51,0.12,58.01,8.7,3.29,0.62,6.19,4.93,2.03,2.56,2.85,2.33,0.08,0,0.08,0.07,0.08,0.04,1.56,-0.29,-0.05,8868,3946,9.75万,-57.65,-18.58,4.77,-91.79,9.21,0.4,0.080㈡,5.18,2.41,1.46,-0.27,41.1,   1.44㈡,18.34,2.7,2.52,0.09,1120,300998,--  ,--  ,--  
300999,金龙鱼,-3.87,-0.08,42.76,58.66,33.52,食品,日常消费-食品饮料,       2318.27亿,20201015,-1.72,42.75,        232.04亿,厨房食品,42.76,112584,48658.34,58.37,2.07,上海,0,2253,44.1,44.3,42.76,44.48,1.76,3.46,43.22,70192,42392,1.66,809,1,--  ,115.54,--  ,--  ,5.43,-1.56,4015,28,0.0005,-3,-4.53,-7.22,-9.08,-31.97,2.07,        232.04亿,10.01,76.86,0.98,平台整理,14,5,11,-0.85,-0.4,-3.87,-2.83,-3.04,-3.48,0,-1.03,20220905,54.22,--  ,--  ,2190.12,878.5,46.23,57.78,1284.98,329.25,145.44,1086.04,419.64,91.11,366.08,1194.83,1104.91,30.42,-9.95,30.72,21.62,19.76,24.24,437.37,29.42,104.2,179506,3023,12.93万,-33.47,15.74,2.64,78.8,1.94,0.17,0.360㈡,16.2,6.75,8.07,0.54,40.11,   2.25㈡,7.53,2.55,1.81,1.02,34389,300999,--  ,--  ,--  
301000,肇民科技,-2.13,-0.35,30.82,29.33,38.31,汽车配件,可选消费-汽车类,         29.59亿,20210528,-0.67,30.82,         11.83亿,精密注塑件:汽车部件,30.83,8204,2558.16,26,2.14,上海,0.02,197,31.36,31.78,30.81,31.49,0.49,3.08,31.18,4822,3382,1.43,59,2,--  ,15.99,--  ,--  ,0.38,0.18,820,10,0.0026,-4,-8.93,-3.6,0.89,-11.64,2.63,          9.62亿,32.5,27.15,0.98,高位回落,10,12,11,-0.41,0.92,-2.16,-0.98,-1.72,-3.02,0.03,-1.14,20220914,0.96,--  ,--  ,12.11,10.74,0,11.26,10.31,1.37,0.07,1.2,1.16,1.34,8.31,2.48,1.65,0.57,0.1,0.57,0.51,0.5,0.42,1.17,0.73,4.91,10254,3043,9.38万,-8.92,-19.08,2.76,40.74,11.94,2.65,0.520㈡,11.19,8.66,1.22,0.76,88.71,   4.70㈡,33.24,23.04,20.4,0.13,425,301000,--  ,--  ,--  
301001,凯淳股份,-2.67,0.41,21.9,--  ,32.58,互联网,信息产业-互联网,         17.52亿,20210528,-0.6,21.88,          7.53亿,电子商务,21.9,11273,2497.92,37.19,3.28,上海,0.02,198,22.36,22.58,21.62,22.5,1.28,4.27,22.16,6592,4681,1.41,1,24,--  ,13.19,--  ,--  ,0.34,-0.36,996,11,0.0033,-1,-2.06,-8.29,-16.41,-31.98,4.14,          5.96亿,34,33973.19,0.57,-- -- ,1,7,14,-0.62,0.36,-3.91,-1.51,-2.06,-3.01,1.3,-1.16,20220829,0.8,--  ,--  ,10.38,8.1,--  ,22.01,9.97,0.02,0,2.18,1.78,1.72,4.92,3.11,2.19,-0.17,0.03,-0.14,-0.15,-0.15,-0.18,2.04,0.07,-1.09,10764,2527,5.53万,-142.97,-18.3,2.16,265.41,5.64,0.56,-0.180㈡,10.12,6.15,2.55,0.08,77.99,  -1.79㈡,29.62,-5.46,-4.68,0.05,1332,301001,--  ,--  ,--  
301002,崧盛股份,-7.27,-1.37,24.24,28.95,30.46,电气设备,装备制造-电气设备,         29.79亿,20210607,-1.9,24.21,         13.71亿,大功率LED驱动电源,24.24,21621,5427.08,24.88,3.82,深圳,0.03,873,25.9,26,24.24,26.14,1.24,6.73,25.1,13663,7958,1.72,18,110,--  ,29.01,--  ,--  ,0.57,-4.97,1451,15,0.0026,-2,-6.66,-15.48,0.34,-41.21,5.1,         10.27亿,34.49,29.58,1.15,EXPMA金叉,10,3,11,-0.92,-0.54,-7.27,-3.98,-6.41,-6.77,0,-3.29,20220914,1.23,--  ,--  ,11.37,7.77,--  ,31.66,7.02,0.83,0.26,3.5,1.23,2.9,4.43,3.95,2.82,0.57,0.03,0.57,0.51,0.51,0.47,1.74,0.75,0.06,12249,3460,8.39万,-28.5,-28.63,3.83,39.98,7.53,0.59,0.420㈡,6.32,3.6,1.41,0.61,68.34,   6.62㈡,28.7,14.36,13.01,0.27,1606,301002,--  ,--  ,--  
301003,江苏博云,-3.19,-0.58,25.17,17.86,28.01,塑料,材料-化工,         24.93亿,20210601,-0.83,25.17,         11.57亿,高性能改性尼龙(PEMARON),25.24,7339,1881.28,19.08,1.6,江苏,0,146,26,26.15,25.17,26,0.98,3.77,25.63,4877,2462,1.98,38,12,--  ,0.78,--  ,--  ,0.46,-0.89,703,10,0.0023,-3,-7.26,-16.57,-14.5,-20.45,2.2,          8.42亿,33.75,18.85,1.25,KDJ死叉,7,9,1,0,0.58,-3.19,-1.42,-3.19,-3.75,0,-1.77,20220913,0.99,--  ,--  ,12.47,10.86,--  ,12.89,11.1,0.38,0.32,1.61,0.9,1.33,6.95,3,2.16,0.8,0.1,0.81,0.7,0.7,0.62,2.6,0.88,-0.06,10980,3045,7.66万,2.46,-11.27,2.3,28.25,8.3,3.42,0.700㈡,10.96,7.02,2.62,0.89,87.11,   6.43㈡,27.99,26.47,23.24,0.12,210,301003,--  ,--  ,--  
301004,嘉益股份,0.94,0,30.08,17.41,30.35,家居用品,可选消费-家居用品,         30.08亿,20210625,0.28,30.06,          7.52亿,不锈钢真空保温器皿产品,30.09,17129,5220.68,36.27,6.85,浙江,0.01,95,29.96,31.29,29.11,29.8,0.88,7.32,30.48,8110,9019,0.9,1,5,--  ,8.39,--  ,--  ,0.25,3.24,2084,8,0.0033,1,-8.32,-2.12,28.21,49.06,6.85,          7.52亿,25,21.98,1,放量下挫,10,6,12,0.54,5,-2.32,2.28,0.4,-3.87,3.33,-1.34,20220830,1,--  ,--  ,8.46,6.61,0,21.89,5.92,1,0.44,1.81,1.31,1.14,2.14,4.57,3.21,1.01,0.01,1,0.86,0.86,0.77,3.15,0.55,0.14,7731,3234,9.73万,162.21,109.5,4.55,55.01,6.58,1.01,0.860㈡,6.61,2.14,3.15,0.55,78.14,  13.06㈡,29.87,22.03,18.75,0.16,1421,301004,--  ,--  ,--  
301005,超捷股份,-3.15,0.05,19.35,40.38,38.31,汽车配件,可选消费-汽车类,         19.90亿,20210601,-0.63,19.35,          8.58亿,异形连接件,19.39,4159,817.88,27.08,0.94,上海,0,27,19.87,20.19,19.3,19.98,0.77,4.45,19.67,2682,1477,1.82,28,61,--  ,0,--  ,--  ,0.44,-0.85,652,6,0.0014,-4,-7.41,-22.26,-17.45,-28.65,1.06,          7.56亿,38.01,33.59,1.04,空头排列,7,7,9,-0.55,1.05,-3.4,-1.55,-2.62,-4.16,0.26,-1.6,20220826,1.03,--  ,--  ,10.04,7.7,0.56,17.76,6.13,0.97,0.46,1.68,1.29,1.26,4.86,1.86,1.29,0.28,0.02,0.28,0.24,0.25,0.22,1.54,0.2,0.15,8842,4421,8.55万,-37.38,-3.18,2.58,98.81,10.67,1.39,0.340㈡,7.49,4.73,1.5,0.2,76.7,   3.20㈡,30.59,14.84,13.1,0.09,587,301005,--  ,--  ,--  
301006,迈拓股份,-2.9,0.58,15.74,18.64,31.69,电器仪表,装备制造-电器仪表,         21.92亿,20210607,-0.47,15.72,         10.08亿,智能超声水表类产品,15.74,7416,1182.7,16.11,1.16,江苏,0,66,16.2,16.21,15.64,16.21,1.25,3.52,15.95,5314,2102,2.53,3,31,--  ,0,--  ,--  ,0.64,-0.6,756,10,0.0015,-4,-6.2,-25.26,-13.8,-34.12,1.46,          8.02亿,36.58,16.87,1.19,空头排列,1,7,9,-0.06,0,-3.52,-1.6,-2.84,-2.9,0.64,-1.3,20220906,1.39,--  ,--  ,12.69,11.11,--  ,12.43,11.56,0.43,0.35,1.57,0.95,2.25,5.42,1.62,0.71,0.67,0.04,0.69,0.59,0.59,0.46,3.79,0.3,-3.47,10255,4969,7.82万,-9.71,-11.2,1.97,72.47,13.56,1.23,0.422㈡,7.98,3.89,2.72,0.22,87.57,   5.29㈡,56.02,41.14,36.35,0.09,391,301006,--  ,--  ,--  
301007,德迈仕,-4.46,-1.01,12.65,40.74,38.31,汽车配件,可选消费-汽车类,         19.40亿,20210616,-0.59,12.62,         15.64亿,动力系统零部件,12.65,19105,2476.25,41.09,1.55,辽宁,0,1144,13.18,13.28,12.65,13.24,0.95,4.76,12.96,12571,6534,1.92,102,33,--  ,3.16,--  ,--  ,1.24,-2.15,1069,18,0.0014,-3,-8.93,-22.2,-16.28,-36.18,1.76,         13.70亿,70.61,47.15,1.43,KDJ死叉,9,7,9,-0.45,0.3,-4.46,-2.11,-4.02,-4.74,0,-2.34,20220914,1.53,--  ,--  ,8.73,5.99,--  ,31.48,3.66,4.05,0.15,2.41,1.13,1.51,1.96,2.71,2.13,0.26,0,0.27,0.24,0.24,0.22,2.27,0.57,0.14,14800,7316,9.25万,-21.05,3.19,3.24,34.2,7.15,0.76,0.160㈡,3.9,1.28,1.48,0.37,68.52,   3.98㈡,21.68,9.7,8.77,0.11,1266,301007,--  ,--  ,--  
301008,宏昌科技,-3.49,-0.56,24.61,33.72,16.67,家用电器,可选消费-家用电器,         19.69亿,20210611,-0.89,24.61,          6.06亿,智能家电部件,24.69,2748,686.61,29.98,1.11,浙江,0,99,25.34,25.42,24.6,25.5,1.45,3.22,24.99,2021,727,2.78,59,3,--  ,0,--  ,--  ,0.25,-1.19,358,8,0.0031,-4,-5.93,-13.74,-8.48,-31.73,1.11,          6.06亿,30.8,32.14,0.89,KDJ死叉,7,7,9,-0.63,-0.31,-3.53,-2,-2.88,-3.19,0.04,-1.49,20220830,0.8,--  ,--  ,14.19,9.87,0.03,30.27,11.25,1.59,0.6,4.19,1.29,2.81,7.2,3.62,3,0.32,-0.01,0.32,0.29,0.29,0.22,1.66,0.2,0.22,10574,2331,5.74万,-13.55,9.78,1.99,97.79,5.43,0,0.360㈡,12.34,9,2.08,0.25,69.53,   2.96㈡,17.13,8.74,8.01,0.15,1076,301008,--  ,--  ,--  
301009,可靠股份,-4.71,-0.41,11.73,2873.42,20.3,造纸,材料-造纸,         31.89亿,20210617,-0.58,11.73,         12.09亿,婴儿护理产品,11.74,24368,2916.41,84.2,2.36,浙江,0.01,185,12.3,12.3,11.73,12.31,1.21,4.63,11.97,15649,8719,1.79,230,203,--  ,9.47,--  ,--  ,1.03,-2.41,1262,19,0.0019,-1,-3.93,-4.56,-6.53,-36.19,2.36,         12.09亿,37.92,--  ,0.71,平台整理,5,13,9,-0.08,-0.08,-4.71,-2.76,-4.63,-4.63,0,-1.95,20220827,2.72,--  ,--  ,20.86,13.96,0.91,28.72,12.35,6.39,0.86,5.53,1.55,2.47,7.23,5.76,5.06,-0.04,0,-0.04,-0.01,0.01,-0.03,3.3,-0.03,-0.89,17163,6006,7.05万,-99.18,-8.59,2.28,-925.72,5.54,0.57,0.002㈡,5.14,2.66,1.22,-0.01,66.92,   0.04㈡,12.18,-0.61,-0.15,0.25,799,301009,--  ,--  ,--  
301010,晶雪节能,-2.73,0.26,19.6,74.19,45.47,其他建材,材料-建材,         21.17亿,20210618,-0.55,19.6,          9.93亿,金属面节能隔热保温夹芯板,19.61,10971,2179.76,32.43,2.17,江苏,0.01,408,20.16,20.24,19.5,20.15,0.75,3.67,19.87,6377,4594,1.39,188,55,--  ,8.06,--  ,--  ,0.51,-0.43,818,13,0.0026,-2,-5.04,-16.28,-18.67,-17.57,4.06,          5.29亿,25,33.61,0.81,空头排列,7,5,14,0.05,0.45,-3.23,-1.39,-2.78,-3.16,0.51,-1.34,20220825,1.08,--  ,--  ,15.88,7.77,0,51.01,13.21,0.97,0.45,7.77,6.97,2.99,3.96,2.75,2.22,0.15,0.01,0.15,0.14,0.14,0.12,2.36,-0.65,0.19,13397,2015,3.95万,-14.13,-0.79,2.72,-32.36,7.7,0.99,0.130㈡,7.2,3.67,2.18,-0.61,48.96,   1.84㈡,19.4,5.49,5.18,0.09,510,301010,--  ,--  ,--  
301011,华立科技,-0.67,0.6,26.64,519.83,40.85,专用机械,装备制造-工业机械,         30.06亿,20210617,-0.18,26.63,         15.82亿,主营业务:游戏游艺设备,26.64,25826,6875.03,57.61,4.35,广东,0.03,389,26.52,27.35,25.99,26.82,1.23,5.07,26.62,13861,11965,1.16,38,16,--  ,42.43,--  ,--  ,0.59,1.63,1872,14,0.0023,-1,3.22,9.95,18.45,-42.28,4.89,         14.07亿,46.8,124.71,1.42,KDJ金叉,12,5,11,-1.12,1.98,-3.09,-0.75,0.45,-2.6,2.5,0.07,20220819,1.13,--  ,--  ,11.7,7.11,--  ,39.23,6.56,2.63,0.31,3.56,2.6,2.78,3.75,2.57,2,0.04,0,0,0.03,0.03,0.05,2,-0.06,-0.49,9794,5392,14.36万,-90.72,2.97,4.23,-497.13,11.69,0.57,0.026㈡,6.3,3.32,1.78,-0.05,60.77,   0.41㈡,22.29,1.55,1.12,0.06,502,301011,--  ,--  ,--  
301012,扬电科技,-3.2,0.03,33.83,26.77,30.46,电气设备,装备制造-电气设备,         28.42亿,20210622,-1.12,33.83,         14.21亿,节能电力变压器,33.84,9184,3161.89,56.95,2.19,江苏,0,135,34.94,35.1,33.81,34.95,0.87,3.69,34.43,5368,3816,1.41,102,4,--  ,4.19,--  ,--  ,0.42,-0.9,1163,8,0.0019,-3,-10.72,-28.59,-17.87,-33.07,2.94,         10.55亿,37.14,37.55,1.49,空头排列,1,1,14,-0.03,0.43,-3.26,-1.49,-3.18,-3.62,0.06,-1.72,20220823,0.84,--  ,--  ,9.57,6.09,--  ,36.32,7.98,0.89,0.24,3.47,2.69,3.87,3.53,4.18,3.24,0.61,0,0.61,0.53,0.53,0.51,1.59,-0.75,-0.08,12015,2597,8.78万,100.71,78.51,4.66,-38.12,6.79,0.29,0.630㈡,7.25,4.2,1.89,-0.89,63.68,   8.71㈡,22.56,14.58,12.69,0.16,271,301012,--  ,--  ,--  
301013,利和兴,-2.8,0,9.39,--  ,40.85,专用机械,装备制造-工业机械,         21.95亿,20210629,-0.27,9.38,         15.60亿,智能制造设备类产品,9.39,27164,2593.5,47.07,1.64,深圳,0,395,9.65,9.71,9.37,9.66,0.98,3.52,9.55,14591,12573,1.16,140,157,--  ,7.14,--  ,--  ,1.66,-0.49,1058,26,0.0015,-3,-7.03,-26.07,-24.09,-44.99,1.79,         14.26亿,64.97,479.79,1.31,空头排列,9,7,13,-0.1,0.52,-3,-1.14,-2.69,-3.3,0.21,-1.66,20220913,2.34,--  ,--  ,13.73,8.98,0.01,34.48,7.88,3.35,0.18,2.99,1.8,2.9,3.57,1.16,1,-0.25,0.01,-0.25,-0.19,-0.18,-0.23,2.73,-0.46,-0.28,14634,10378,9.75万,-173.51,-36.81,2.44,-47.54,18.92,0.69,-0.080㈡,3.84,1.53,1.17,-0.2,65.43,  -2.04㈡,14.22,-21.34,-16.11,0.2,786,301013,--  ,--  ,--  
301015,百洋医药,-2.3,-0.08,21.64,26.45,14.9,医药商业,商贸-商业连锁,        113.63亿,20210630,-0.51,21.63,         25.62亿,医药批发配送业务分部,21.64,10973,2404.56,27.51,0.93,山东,0.01,345,22.28,22.38,21.5,22.15,0.77,3.97,21.91,5476,5497,1,25,1,--  ,18.49,--  ,--  ,1.18,0,1543,7,0.0006,-4,-5.66,-15.21,-3.44,-26.96,0.93,         25.62亿,22.54,25.84,0.53,EXPMA死叉,10,14,11,0.59,1.04,-2.93,-1.08,-2.87,-3.31,0.65,-1.22,20220817,5.25,--  ,--  ,45.51,20.16,0.24,55.17,38.74,1.78,0.39,23.71,5.79,20.15,4.12,37.3,27.38,2.94,0.06,2.93,2.09,2.15,2.22,9.44,1.12,-4.37,15891,7449,16.12万,14.58,11.5,5.64,101.62,3.05,3.01,0.409㈡,3.84,0.79,1.8,0.21,44.3,  10.65㈡,26.61,7.89,5.6,0.01,2396,301015,--  ,--  ,--  
301016,雷尔伟,-0.4,0.15,19.84,27.11,20.6,运输设备,装备制造-运输设备,         23.81亿,20210630,-0.08,19.8,          5.95亿,铝合金成品,19.84,6575,1309.05,18.84,2.19,江苏,0,154,20,20.18,19.62,19.92,0.44,2.81,19.91,3648,2927,1.25,57,13,--  ,2,--  ,--  ,0.3,1.9,510,13,0.0043,-5,-2.12,-6.55,9.55,-23.01,2.19,          5.95亿,25,26.37,0,MACD死叉,14,5,11,0.4,1.31,-1.51,-0.05,-0.8,-1.68,1.12,-0.35,20220825,1.2,--  ,--  ,11.26,9.26,--  ,17.75,8.88,1.68,0.32,1.94,1.24,2.29,4.09,2.26,1.39,0.51,0.01,0.51,0.44,0.44,0.43,3.5,-0.69,-4.33,11318,2651,5.26万,-45.22,-25.07,2.57,-34.64,10.54,0.75,0.370㈡,7.72,3.41,2.91,-0.57,82.25,   4.74㈡,38.55,22.36,19.43,0.12,416,301016,--  ,--  ,--  
301017,漱玉平民,-3.93,-0.18,15.87,28.84,14.9,医药商业,商贸-商业连锁,         64.33亿,20210705,-0.65,15.87,         17.35亿,中西成药,15.88,14547,2349.28,58.27,1.33,山东,0,480,16.43,16.59,15.85,16.52,1.2,4.48,16.15,10400,4147,2.51,40,45,--  ,1.64,--  ,--  ,1.09,-1.63,1374,11,0.001,-4,-6.59,-7.35,-13.7,-34.1,2.56,          9.02亿,14.03,48,0.37,MACD死叉,13,11,13,-0.54,0.42,-4.06,-2.24,-3.41,-4.34,0.13,-1.69,20220913,4.05,--  ,--  ,57.84,19.72,0.37,65.28,32.21,3.81,0.89,32.79,15.04,5.14,8.57,33.9,23.86,1.41,0,1.4,1.1,1.12,1.06,6.65,0.62,0.17,12735,4465,7.09万,28.26,36.73,3.26,104.44,1.9,0.44,0.280㈡,4.86,2.11,1.64,0.15,34.08,   5.66㈡,29.62,4.17,3.24,0,11023,301017,--  ,--  ,--  
301018,申菱环境,0.35,-0.15,37.67,43.92,40.85,专用机械,装备制造-工业机械,         90.41亿,20210707,0.13,37.66,         32.17亿,数据服务产品,37.67,41328,15713.61,64.21,4.84,广东,0.04,280,37.67,39.12,37.1,37.54,1.1,5.38,38.02,21733,19595,1.11,4,6,--  ,81.74,--  ,--  ,0.85,2.65,2804,15,0.0017,1,-10.09,-22.41,42.2,43.23,6.74,         23.11亿,25.57,50.31,0.11,KDJ死叉,1,10,12,0.35,4.21,-1.17,1.28,0,-3.71,1.54,-0.93,20220830,2.4,--  ,--  ,32.23,15,0.05,53.3,19.12,8.6,1.51,12.55,5.09,9.14,7.03,10.81,7.86,1.18,0,1.17,1.05,1.03,0.92,4.82,0.24,-1.27,15011,4088,15.40万,60.41,59.57,6.03,373.87,8.36,0.48,0.430㈡,6.25,2.93,2.01,0.1,46.54,   6.86㈡,27.25,10.87,9.67,0.46,2514,301018,--  ,--  ,--  
301019,宁波色母,-3.45,-0.42,21.01,24.79,28.01,塑料,材料-化工,         25.21亿,20210628,-0.75,21.01,         15.10亿,白色母粒,21.02,5112,1087.69,23.98,0.71,浙江,0,203,21.77,21.85,21.01,21.76,1.56,3.86,21.28,3199,1913,1.67,475,28,--  ,0,--  ,--  ,0.72,-1.14,592,9,0.0012,-2,-4.37,-10.9,-6.37,-22.9,0.78,         13.70亿,54.35,23.84,0.86,KDJ死叉,4,11,9,0.05,0.41,-3.45,-2.21,-3.49,-3.84,0,-1.24,20220826,1.2,--  ,--  ,10.51,9.94,--  ,5.42,9.56,0.72,0.07,0.46,0.8,1.01,6.26,2.41,1.74,0.53,0.04,0.6,0.51,0.51,0.38,2.19,0.18,-1.07,11161,5843,12.28万,1.26,-2.29,2.54,139.24,10.45,1.53,0.420㈡,8.28,5.21,1.83,0.15,94.58,   5.11㈡,28.02,21.83,21.07,0.09,315,301019,--  ,--  ,--  
301020,密封科技,-3.08,-0.26,18.55,33.86,45.89,机械基件,装备制造-通用机械,         27.16亿,20210706,-0.59,18.55,         13.53亿,垫片类行业,18.56,3898,731.4,30.24,0.53,山东,0,135,19.14,19.14,18.55,19.14,0.61,3.08,18.76,2744,1154,2.38,14,71,--  ,2.87,--  ,--  ,0.73,-0.78,505,8,0.0011,-3,-7.8,-20.93,-25.2,-39.53,1.06,          6.79亿,25,41.23,1.24,空头排列,9,11,9,0,0,-3.08,-1.99,-3.08,-3.08,0,-1.1,20220816,1.46,--  ,--  ,10.25,8.33,--  ,18.71,9.49,0.55,0.08,1.53,1.12,1.41,3.19,2.11,1.35,0.42,0.02,0.43,0.4,0.4,0.37,3.19,0.49,-0.09,13310,2750,5.10万,-38.1,-28.32,3.26,55.07,12.84,1.41,0.270㈡,5.69,2.18,2.18,0.34,81.29,   4.81㈡,36.36,19.88,18.97,0.11,484,301020,--  ,--  ,--  
