代码,名称,涨幅%,涨速%,现价,市盈(动),行业PE,细分行业,所属行业,AB股总市值,涨跌,买价,流通市值,主营构成,卖价,总量,总金额,市盈(静),换手%,地区,开盘换手Z,现量,今开,最高,最低,昨收,量比,振幅%,均价,内盘,外盘,内外比,买量,卖量,未匹配量,开盘金额,封成比,封单额,流通股(亿),强弱度%,活跃度,笔均量,笔换手,连涨天,3日涨幅%,20日涨幅%,60日涨幅%,年初至今%,换手Z,流通市值Z,流通比例Z%,市盈(TTM),贝塔系数,近日指标提示,短期形态,中期形态,长期形态,开盘%,最高%,最低%,均涨幅%,实体涨幅%,回头波%,攻击波%,现均差%,财务更新,上市日期,总股本(亿),B/A股(亿),H股(亿),总资产(亿),净资产(亿),少数股权(亿),资产负债率%,流动资产(亿),固定资产(亿),无形资产(亿),流动负债(亿),存货(亿),应收账款(亿),资本公积金(亿),营业收入(亿),营业成本(亿),营业利润(亿),投资收益(亿),利润总额(亿),税后利润(亿),净利润(亿),扣非净利润(亿),未分利润(亿),经营现金流(亿),总现金流(亿),股东人数,人均持股,人均市值,利润同比%,收入同比%,市净率,市现率,市销率,股息率%,每股收益,每股净资,每股公积,每股未分配,每股现金流,权益比%,净益率%,毛利率%,营业利润率%,净利润率%,研发费用(亿),员工人数,交易代码,自选日,自选价,自选收益%
603926,铁流股份,2.41,0.19,10.64,21.73,39.32,汽车配件,可选消费-汽车类,         24.42亿,0.25,10.64,         22.16亿,汽车传动系统制造板块,10.65,18813,1986.83,13.83,0.9,浙江,0,293,10.4,10.71,10.3,10.39,0.7,3.95,10.56,7699,11114,0.69,31,28,--  ,2.5,--  ,--  ,2.08,2.36,1419,13,0.0006,1,-3.45,1.24,10.49,-14.19,1.48,         13.52亿,55.34,19.24,0.49,-- -- ,10,8,1,0.1,3.08,-0.87,1.64,2.31,-0.65,3.3,0.77,20220830,20170510,2.3,--  ,--  ,26.89,15.49,0.29,41.34,16.44,6.69,1.26,8.6,5.13,3.4,5.79,10.74,8.69,0.6,0,0.59,0.55,0.56,0.51,6.64,0.75,-0.21,9898,12833,13.65万,-46.88,19.26,1.58,32.55,2.27,1.23,0.240㈡,6.75,2.52,2.89,0.33,57.6,   3.63㈡,19.13,5.55,5.16,0.27,2177,603926,--  ,--  ,--  
603927,中科软,1.06,0.09,22.86,41.7,326.72,软件服务,信息产业-软件服务,        135.70亿,0.24,22.85,        103.88亿,软件开发及服务收入,22.86,23226,5300.56,23.5,0.51,北京,0,210,22.54,22.99,22.49,22.62,1.02,2.21,22.82,10634,12592,0.84,92,75,--  ,9.02,--  ,--  ,4.54,1.01,1733,13,0.0003,2,0.79,-5.26,0.57,-14.73,0.59,         90.16亿,66.44,23.83,0.95,平台整理,4,5,11,-0.35,1.64,-0.57,0.88,1.42,-0.57,1.65,0.18,20220826,20190909,5.94,--  ,--  ,60.12,23.37,--  ,61.13,56.9,1.38,0.08,36.49,8.18,10.74,3.94,25.62,17.44,1.78,0,1.79,1.63,1.63,1.57,11.79,-14.15,-18.76,42692,9238,21.12万,-4.75,-1.93,5.81,-9.59,5.3,2.41,0.274㈡,3.94,0.66,1.99,-2.38,38.87,   6.96㈡,31.93,6.94,6.35,4.44,19437,603927,--  ,--  ,--  
603928,兴业股份,0.94,-0.24,11.79,19.17,17.23,化工原料,材料-化工,         23.77亿,0.11,11.79,         23.77亿,铸造树脂,11.8,16182,1899.16,18.33,0.8,江苏,0,64,11.77,11.98,11.52,11.68,0.58,3.94,11.74,7835,8347,0.94,19,57,--  ,1.88,--  ,--  ,2.02,0.89,1222,13,0.0007,1,-1.92,-3.36,4.52,3.97,1.75,         10.90亿,45.87,17.28,0.96,EXPMA死叉,1,12,14,0.77,2.57,-1.37,0.51,0.17,-1.59,2.34,0.43,20220826,20161212,2.02,--  ,--  ,21.51,13.84,--  ,35.65,15.48,4.03,0.51,7.51,1.01,7.67,5.48,9.55,8.17,0.75,0.01,0.75,0.62,0.62,0.59,5.1,-1.36,0.84,13592,6804,8.02万,14.55,4.34,1.72,-17.43,2.49,8.48,0.310㈡,6.87,2.72,2.53,-0.68,64.35,   4.48㈡,14.45,7.83,6.49,0.33,691,603928,--  ,--  ,--  
603929,亚翔集成,3.06,0.17,11.8,57.13,--  ,装修装饰,建筑地产-建筑,         25.18亿,0.35,11.79,         25.18亿,洁净室系统集成工程施工收入,11.8,31130,3650.2,100.96,1.46,江苏,0,355,11.57,11.85,11.4,11.45,1.24,3.93,11.73,12800,18330,0.7,158,161,--  ,4.05,--  ,--  ,2.13,3.01,1578,20,0.0009,2,0.77,-14.99,12.17,-2.16,4.26,          8.62亿,34.24,58.43,0.8,KDJ金叉,10,14,2,1.05,3.49,-0.44,2.45,1.99,-0.42,3.51,0.61,20220825,20161230,2.13,--  ,--  ,22.84,10.4,0.17,53.74,20.64,0.57,0.05,12,0.35,2.77,2.56,9.68,8.82,0.34,0,0.35,0.23,0.22,0.2,4.85,2.48,0.96,19988,3655,4.31万,468.1,-1.21,2.42,10.15,2.6,0.85,0.103㈡,4.87,1.2,2.27,1.16,45.53,   2.12㈡,8.91,3.48,2.35,0.16,560,603929,--  ,--  ,--  
603931,格林达,6.58,0.13,23.31,25,17.23,化工原料,材料-化工,         46.52亿,1.44,23.31,         26.92亿,湿电子化学品,23.32,38512,8851.59,33.1,3.33,浙江,0,687,21.96,23.58,21.84,21.87,1.14,7.96,22.98,15073,23439,0.64,600,86,--  ,4.61,--  ,--  ,1.16,6.54,2459,16,0.0014,1,-0.35,3.14,20.4,-0.21,6.25,         14.37亿,30.9,27.21,1.22,多头排列,8,8,11,0.41,7.82,-0.14,5.08,6.15,-1.15,6.73,1.51,20220824,20200819,2,--  ,--  ,14.27,12.71,0.01,10.87,10.01,1.67,0.74,1.41,0.62,2.45,6.15,4.55,3.22,1.07,0.01,1.07,0.93,0.93,0.84,3.6,0.8,-0.26,14617,4218,9.83万,48.62,36.72,3.66,58.38,10.23,0.92,0.470㈡,6.37,3.08,1.81,0.4,89.06,   7.32㈡,29.29,23.61,20.45,0.24,209,603931,--  ,--  ,--  
603933,睿能科技,4,-0.08,11.19,29.19,26.75,商贸代理,商贸-商贸代理,         23.60亿,0.43,11.19,         22.52亿,IC产品分销业务,11.2,13730,1519.98,27.54,0.68,福建,0.01,88,10.76,11.25,10.76,10.76,0.99,4.55,11.07,6006,7724,0.78,56,379,--  ,3.23,--  ,--  ,2.01,3.95,1518,9,0.0004,1,-1.49,-7.98,8.12,-25.65,2.58,          5.97亿,25.28,35.66,1.12,EXPMA死叉,10,5,11,0,4.55,0,2.88,4,-0.53,4,1.12,20220827,20170706,2.11,--  ,--  ,21.73,11.82,0.22,44.64,17.48,0.78,0.48,8.87,7.07,5.2,4.85,10.91,8.59,0.46,0.05,0.47,0.42,0.4,0.34,4.8,-1.09,0.02,13742,3880,4.34万,-32.57,3.24,2,-21.57,2.16,1.16,0.190㈡,5.6,2.3,2.28,-0.52,54.37,   3.42㈡,21.3,4.26,3.89,0.56,1103,603933,--  ,--  ,--  
603936,博敏电子,6.97,0.21,14.58,34.03,41.79,元器件,信息产业-元器件,         74.51亿,0.95,14.57,         74.51亿,印制电路板,14.58,197133,28128.25,30.8,3.86,广东,0.01,2629,13.52,14.63,13.52,13.63,0.95,8.14,14.27,84182,112951,0.75,275,624,--  ,59.49,--  ,--  ,5.11,6.92,3702,53,0.001,1,-4.08,-2.08,42.24,-15.23,5.45,         52.74亿,70.78,37.52,1.3,-- -- ,8,6,2,-0.81,7.34,-0.81,4.7,7.84,-0.34,7.84,2.27,20220823,20151209,5.11,--  ,--  ,68.07,37.36,0.21,44.81,24.74,15.63,0.94,23.69,5.56,10.69,20.1,15.34,12.77,1.25,0.03,1.24,1.11,1.09,0.98,12.45,0.65,-0.88,38971,9281,13.53万,-28.35,-6.78,1.99,115.37,4.86,0,0.210㈡,7.31,3.93,2.44,0.13,54.88,   2.93㈡,16.75,8.14,7.21,0.64,4462,603936,--  ,--  ,--  
603937,丽岛新材,1.4,0,11.57,20.4,10.96,铝,材料-有色,         24.17亿,0.16,11.57,         24.17亿,建筑工业彩涂铝,11.58,18795,2159.75,18.29,0.9,江苏,0.01,626,11.42,11.57,11.34,11.41,0.52,2.02,11.49,8798,9997,0.88,466,140,--  ,9.14,--  ,--  ,2.09,1.36,1049,18,0.0009,1,-3.99,-4.46,2.48,6.44,2.44,          8.93亿,36.93,18.72,1.84,-- -- ,1,5,8,0.09,1.4,-0.61,0.7,1.31,0,2.03,0.7,20220901,20171102,2.09,--  ,--  ,18.52,15.43,--  ,16.72,13.84,2.27,0.73,3.08,4.31,2.35,5.52,7.62,6.55,0.76,0,0.76,0.59,0.59,0.59,6.99,0.36,-1.25,19847,3887,4.50万,-4.86,-12.28,1.57,67.87,3.17,1.73,0.280㈡,7.39,2.64,3.35,0.17,83.28,   3.84㈡,14.09,10.03,7.77,0.14,353,603937,--  ,--  ,--  
603938,三孚股份,4.26,-0.28,44.75,15.1,17.23,化工原料,材料-化工,        122.30亿,1.83,44.75,        122.30亿,钾系列产品,44.76,57229,25480.21,36.44,2.09,河北,0.01,471,43.44,45.59,43.01,42.92,1,6.01,44.52,28768,28461,1.01,25,1,--  ,21.29,--  ,--  ,2.73,4.22,3460,17,0.0006,1,-0.8,1.02,-17.31,71.06,5.97,         42.87亿,35.05,20.64,1.63,-- -- ,11,10,12,1.21,6.22,0.21,3.73,3.02,-1.84,4.05,0.54,20220826,20170628,2.73,--  ,--  ,28.7,19.28,0.29,31.77,14.33,7.8,1.36,5.56,2.56,1.27,3.1,13.4,7.68,4.74,0.02,4.74,4.06,4.05,4.01,12.17,0.94,0.4,26048,3678,16.46万,173.84,111.05,6.34,130.1,9.13,0.27,1.480㈡,7.06,1.13,4.45,0.34,67.21,  21.00㈡,42.66,35.41,30.29,0.47,1173,603938,--  ,--  ,--  
603939,益丰药房,-1.75,0.23,52.27,32.58,15.22,医药商业,商贸-商业连锁,        375.62亿,-0.93,52.23,        375.62亿,医药零售,52.27,23899,12580.26,42.3,0.33,湖南,0,645,53.25,54.17,52,53.2,1.05,4.08,52.64,13146,10753,1.22,28,4,--  ,10.56,--  ,--  ,7.19,-1.8,2481,10,0.0001,-2,-0.66,-0.59,11.05,-4.63,0.75,        166.64亿,44.37,39.14,0.42,KDJ死叉,4,12,11,0.09,1.82,-2.26,-1.05,-1.84,-3.51,0.52,-0.7,20220830,20150217,7.19,--  ,--  ,178.45,78.35,5.03,53.28,77.27,11.7,3.95,70.14,31.58,14.58,39.84,87.5,51.74,8.5,0.07,8.53,6.41,5.76,5.59,30.54,10.93,-5.95,15422,20673,108.06万,14.2,19.11,4.79,34.36,4.29,0.57,0.800㈡,10.9,5.54,4.25,1.52,43.91,   7.36㈡,40.87,9.72,7.32,0.09,32951,603939,--  ,--  ,--  
603948,建业股份,1.2,0,25.38,8.39,17.23,化工原料,材料-化工,         41.25亿,0.3,25.37,         19.05亿,低碳脂肪胺,25.38,11754,2981.62,14.22,1.57,浙江,0.01,176,25.17,25.62,25.03,25.08,0.53,2.35,25.37,5892,5862,1.01,18,11,--  ,12.08,--  ,--  ,0.75,1.15,1506,8,0.001,1,-4.26,-2.68,-10.85,-7.2,2.85,         10.47亿,25.38,9.65,1.36,-- -- ,9,10,1,0.36,2.15,-0.2,1.16,0.83,-0.94,1.4,0.04,20220826,20200302,1.63,--  ,--  ,25.09,18.59,--  ,25.92,18.3,4.31,0.95,5.7,2.06,1.85,5.4,14.64,10.93,2.84,0.04,2.88,2.46,2.46,2.36,10.76,2.43,1.04,11833,3486,8.85万,126.96,12.48,2.22,16.99,2.82,2.13,1.540㈡,11.44,3.33,6.62,1.49,74.08,  13.22㈡,25.35,19.37,16.79,0.43,708,603948,--  ,--  ,--  
603949,雪龙集团,3.12,0.21,28.72,106.6,39.32,汽车配件,可选消费-汽车类,         60.26亿,0.87,28.71,         15.07亿,离合器风扇总成,28.72,34529,9832.98,46.99,6.58,浙江,0,663,27.85,28.98,27.6,27.85,1.52,4.96,28.48,16075,18454,0.87,6,391,--  ,0.84,--  ,--  ,0.52,3.08,1195,29,0.0055,1,4.69,-1.17,5.2,27.08,6.58,         15.07亿,25,79.09,0.72,-- -- ,1,10,10,0,4.06,-0.9,2.26,3.12,-0.9,4.06,0.86,20220831,20200310,2.1,--  ,--  ,10.55,9.92,--  ,5.98,7.9,2.16,0.12,0.32,0.95,1.05,3.55,1.55,0.99,0.32,0.05,0.32,0.28,0.28,0.18,3.43,0.62,-0.09,5910,8876,25.49万,-64.81,-44.01,6.07,97.93,38.76,1.04,0.130㈡,4.73,1.69,1.64,0.29,94.02,   2.85㈡,36.41,20.51,18.18,0.09,473,603949,--  ,--  ,--  
603950,长源东谷,1.54,0.14,13.83,20.44,39.32,汽车配件,可选消费-汽车类,         32.02亿,0.21,13.83,         12.18亿,缸体,13.84,7410,1017.49,12.84,0.84,湖北,0,159,13.64,13.84,13.56,13.62,0.8,2.06,13.73,3361,4049,0.83,19,62,--  ,1.23,--  ,--  ,0.88,1.49,823,9,0.001,1,-0.86,-5.14,0.36,-18.5,0.87,         11.79亿,36.82,24.1,1.16,-- -- ,14,14,11,0.15,1.62,-0.44,0.81,1.39,-0.07,1.99,0.73,20220831,20200526,2.32,--  ,--  ,36.07,22.31,0.2,37.6,16.91,15.13,1.4,6.34,3.69,3,10.7,5.56,4.19,0.95,0.11,0.95,0.79,0.78,0.61,8.21,2.19,0.49,17696,4817,6.66万,-59.81,-42.34,1.44,14.65,5.76,3.12,0.340㈡,9.64,4.62,3.54,0.94,61.85,   3.51㈡,24.76,17.1,14.16,0.24,1512,603950,--  ,--  ,--  
603955,大千生态,1.21,-0.09,19.22,51.64,28.74,环境保护,公用事业-环境保护,         26.09亿,0.23,19.21,         26.09亿,生态建设,19.22,51848,9777.29,44.5,3.82,江苏,0.09,658,19.85,19.85,18.05,18.99,1.3,9.48,18.86,26869,24979,1.08,22,90,--  ,98.46,--  ,--  ,1.36,1.16,2174,24,0.0018,6,5.08,4.74,47.73,45.17,9.07,         10.99亿,42.13,57.45,0.14,-- -- ,1,8,8,4.53,4.53,-4.95,-0.68,-3.17,-3.17,6.48,1.9,20220901,20170310,1.36,--  ,--  ,35.9,16.35,1.91,49.13,18.95,0.51,0.01,10.97,0.38,4.93,8.36,1.59,1.19,0.4,0.07,0.38,0.3,0.25,0.16,5.96,-1.32,-2.17,8811,6489,12.47万,-34.34,-39.85,1.6,-19.77,16.41,0,0.186㈡,12.05,6.16,4.39,-0.97,45.55,   1.54㈡,25.1,25.48,18.9,0.07,303,603955,--  ,--  ,--  
603956,威派格,0.61,0,9.94,--  ,41.93,专用机械,装备制造-工业机械,         50.54亿,0.06,9.94,         42.34亿,无负压设备,9.95,13894,1375.8,25.8,0.33,上海,0,777,9.87,9.99,9.78,9.88,0.32,2.13,9.9,8586,5308,1.62,69,251,--  ,4.84,--  ,--  ,4.26,0.56,859,16,0.0004,2,-3.21,-3.5,-5.15,-43.59,1.24,         11.16亿,22.08,111.03,1.45,阶段放量,10,5,11,-0.1,1.11,-1.01,0.2,0.71,-0.5,1.64,0.4,20220826,20190222,5.08,--  ,--  ,31.61,21.21,0.08,32.66,21.16,4.35,1.44,6.52,1.97,8.27,11.49,3.18,1.42,-1.04,0.06,-1.04,-0.81,-0.8,-0.91,3.74,-2.54,3.79,11664,9624,9.57万,-214.1,-28.7,2.49,-19.89,15.9,1.74,-0.180㈡,3.99,2.26,0.74,-0.5,67.08,  -3.78㈡,55.24,-32.73,-25.59,0.45,2152,603956,--  ,--  ,--  
603958,哈森股份,1.97,-0.13,7.24,--  ,22.98,服饰,日常消费-纺织服饰,         16.03亿,0.14,7.23,         15.74亿,国内-女鞋,7.24,17579,1258.18,--  ,0.81,江苏,0,811,7.1,7.27,6.99,7.1,0.98,3.94,7.16,7611,9968,0.76,271,351,--  ,1.99,--  ,--  ,2.17,1.92,884,20,0.0009,2,0.42,15.29,22.92,6.94,2.39,          5.32亿,33.18,--  ,1.18,KDJ金叉,8,2,14,0,2.39,-1.55,0.85,1.97,-0.41,3.58,1.13,20220827,20160629,2.21,--  ,--  ,10.14,8.85,0,12.73,8.27,0.78,0.35,1.27,3.21,0.58,4.76,3.61,1.74,-0.72,0,-0.72,-0.72,-0.72,-0.77,1.25,-0.42,-0.6,12494,5878,4.26万,-1297.66,-24.41,1.81,-38.26,4.45,0,-0.330㈡,4,2.15,0.57,-0.19,87.27,  -8.19㈡,51.75,-19.84,-20.09,0.01,4212,603958,--  ,--  ,--  
603959,百利科技,1.63,0.37,13.69,54.22,7.75,建筑工程,建筑地产-建筑,         67.12亿,0.22,13.69,         67.12亿,锂电智能产线,13.7,53802,7342.28,228.89,1.1,湖南,0,653,13.48,13.98,13.45,13.47,0.7,3.93,13.65,27855,25947,1.07,133,80,--  ,4.18,--  ,--  ,4.9,1.59,2434,22,0.0005,1,-6.37,-11.1,5.47,-13.13,1.83,         40.24亿,59.96,123.24,1.52,-- -- ,10,14,1,0.07,3.79,-0.15,1.34,1.56,-2.07,1.78,0.3,20220826,20160517,4.9,--  ,--  ,36.72,7.11,0.26,79.91,27.89,0.41,1.16,29.25,4.32,5.15,2.82,9.46,7.92,0.7,0.16,0.72,0.63,0.62,0.6,-1.18,1.25,0.46,14564,20184,27.63万,68.4,174.21,9.44,53.76,7.09,0,0.130㈡,1.45,0.58,-0.24,0.25,19.37,   8.70㈡,16.34,7.42,6.63,0.28,781,603959,--  ,--  ,--  
603960,克来机电,2.75,0.11,18.65,--  ,39.32,汽车配件,可选消费-汽车类,         49.12亿,0.5,18.64,         48.52亿,汽车零部件,18.65,25105,4636.5,98.6,0.96,上海,0,666,18.28,18.74,18.03,18.15,0.71,3.91,18.47,9562,15543,0.62,120,35,--  ,0.55,--  ,--  ,2.6,2.71,1623,15,0.0006,1,-2.71,-16.82,8.05,-48.65,1.56,         30.07亿,61.22,889.12,0.49,-- -- ,1,14,9,0.72,3.25,-0.66,1.76,2.02,-0.48,3.44,0.99,20220827,20170314,2.63,--  ,--  ,12.8,9.48,0.52,21.94,8.24,2.15,0.71,2.8,2.58,1.47,3.37,2.01,1.72,-0.1,0,-0.06,-0.06,-0.06,-0.1,3.33,-0.36,-0.31,22145,7281,13.58万,-114.93,-28.15,5.18,-135.32,24.41,0.31,-0.020㈡,3.6,1.28,1.26,-0.14,74.02,  -0.61㈡,14.56,-5.21,-2.93,0.16,608,603960,--  ,--  ,--  
603963,大理药业,-1.68,0,15.19,--  ,29.89,化学制药,可选消费-医药,         33.37亿,-0.26,15.19,         33.37亿,小容量注射液,15.2,71242,10876.13,--  ,3.24,云南,0.14,1004,15.2,15.65,15.05,15.45,1.17,3.88,15.27,38786,32456,1.2,72,278,--  ,126.31,--  ,--  ,2.2,-1.73,2665,27,0.0012,-1,0.07,-1.68,4.9,71.83,12.24,          8.84亿,26.5,--  ,0,-- -- ,1,10,10,-1.62,1.29,-2.59,-1.17,-0.07,-2.94,0.93,-0.52,20220826,20170922,2.2,--  ,--  ,5.21,4.1,--  ,21.21,3.27,0.53,0.53,0.81,0.28,0.06,1.18,0.7,0.22,-0.08,0,-0.08,-0.08,-0.08,-0.11,0.4,-0.1,-1.29,32321,1801,2.74万,-623.81,-24.3,8.13,-348.38,47.89,0,-0.039㈡,1.87,0.54,0.18,-0.04,78.79,  -2.07㈡,68.2,-11.08,-12.18,0.01,292,603963,--  ,--  ,--  
603966,法兰泰克,5.74,0,10.68,18.16,45.55,机械基件,装备制造-通用机械,         32.07亿,0.58,10.67,         32.07亿,物料搬运设备及服务,10.68,45888,4874.69,17.31,1.53,江苏,0,383,10,10.98,10,10.1,1.31,9.7,10.62,19175,26713,0.72,24,55,--  ,1.5,--  ,--  ,3,5.7,1902,24,0.0008,1,-2.65,-7.61,11.25,6.16,3.04,         16.14亿,50.32,17.26,0.78,KDJ金叉,10,8,2,-0.99,8.71,-0.99,5.15,6.8,-2.73,6.8,0.59,20220820,20170125,3,--  ,--  ,31.86,13.14,0.04,58.63,21.62,3.44,1.41,13.87,8.97,4.39,2.8,7.86,5.97,1.06,0.03,1.06,0.89,0.88,0.74,6.43,-0.22,-2.16,13880,10888,11.63万,0.67,7.35,2.53,-148.11,4.08,2.05,0.294㈡,4.22,0.93,2.14,-0.07,41.25,   6.72㈡,24.14,13.41,11.32,0.41,1274,603966,--  ,--  ,--  
603967,中创物流,2.24,0.19,10.5,14.76,17.3,仓储物流,交通运输-仓储物流,         36.40亿,0.23,10.49,         36.40亿,跨境集装箱物流,10.5,56467,5895.08,17.51,1.63,山东,0.01,836,10.35,10.59,10.26,10.27,1.04,3.21,10.44,23388,33079,0.71,60,1317,--  ,17.8,--  ,--  ,3.47,2.19,2074,27,0.0008,2,0,10.29,3.75,-1.13,4.66,         12.74亿,34.99,15.92,0.99,多头排列,6,5,2,0.78,3.12,-0.1,1.66,1.45,-0.85,2.34,0.58,20220812,20190429,3.47,--  ,--  ,40.36,20.77,1.3,45.32,23.28,5.26,4.13,15.44,0.12,14.45,8.16,66.16,63.44,1.86,0.14,1.93,1.51,1.23,1.15,7.65,0.69,-0.59,22115,5485,5.76万,20.27,39.15,1.75,52.86,0.55,3.66,0.360㈡,5.99,2.35,2.21,0.2,51.47,   5.94㈡,4.1,2.81,2.29,0.01,1439,603967,--  ,--  ,--  
603968,醋化股份,0.46,0.14,21.67,10.4,17.23,化工原料,材料-化工,         44.31亿,0.1,21.66,         44.31亿,食品饲料添加剂,21.67,17600,3809.25,25.46,0.86,江苏,0.01,239,21.62,21.8,21.41,21.57,0.58,1.81,21.64,8357,9243,0.9,14,184,--  ,13.84,--  ,--  ,2.04,0.42,1854,9,0.0005,1,-3.35,-10.34,8.89,19.13,1.8,         21.16亿,47.74,14.46,1.43,-- -- ,10,6,12,0.23,1.07,-0.74,0.32,0.23,-0.6,1.21,0.14,20220810,20150518,2.04,--  ,--  ,31.56,19.02,--  ,39.73,21.57,5.39,0.9,10.79,2.79,4.64,3.97,18.69,14.86,2.51,-0.06,2.5,2.13,2.13,2.08,12,1.76,3.5,14817,6589,14.28万,164.07,32.4,2.33,25.14,2.37,2.31,1.042㈡,9.3,1.94,5.87,0.86,60.27,  11.20㈡,20.5,13.44,11.4,0.43,828,603968,--  ,--  ,--  
603969,银龙股份,5.4,0,4.88,32.88,44.1,其他建材,材料-建材,         41.04亿,0.25,4.87,         41.04亿,钢绞线,4.88,251846,12117.26,27.99,2.99,天津,0,5749,4.66,4.9,4.64,4.63,2.14,5.62,4.81,88471,163375,0.54,3229,2219,--  ,9.41,--  ,--  ,8.41,5.35,2670,94,0.0011,1,2.95,0.21,10.66,10.16,5.17,         23.77亿,57.92,39.85,0.89,KDJ金叉,1,3,2,0.65,5.83,0.22,3.89,4.72,-0.41,5.17,1.51,20220831,20150227,8.41,--  ,--  ,33.89,20.64,0.15,38.65,27.67,3.03,0.9,12.3,4.64,13.51,2.31,11.72,10.23,0.77,0,0.76,0.6,0.62,0.61,8.4,-2.16,-0.59,41961,11609,5.66万,-41.16,-25.44,1.99,-19,3.5,0,0.070㈡,2.45,0.27,1,-0.26,60.91,   3.02㈡,12.77,6.55,5.16,0.29,887,603969,--  ,--  ,--  
603970,中农立华,-1.32,0,29.9,20.67,8.73,农药化肥,材料-化工,         57.41亿,-0.4,29.9,         28.56亿,农药原药,29.92,8503,2535.1,33.71,0.89,北京,0,461,29.94,30.3,29.65,30.3,0.66,2.15,29.82,4977,3526,1.41,86,19,--  ,6.89,--  ,--  ,0.96,-1.37,1122,8,0.0008,-3,-1.96,-6.5,-9.67,16.34,1.1,         23.14亿,40.3,29.08,0.43,空头排列,7,8,10,-1.19,0,-2.15,-1.58,-0.13,-1.32,0.84,0.26,20220819,20171116,1.92,--  ,--  ,68.3,12.49,1.39,79.68,65.88,0.54,0.49,54.12,23.78,9.75,3.05,60.94,56.92,2.08,0.03,2.09,1.59,1.39,1.33,6.2,-0.87,0.5,6185,12510,37.41万,24.28,24.94,4.6,-65.73,0.94,1.17,0.723㈡,6.51,1.59,3.23,-0.45,18.29,  11.12㈡,6.59,3.41,2.61,0.11,855,603970,--  ,--  ,--  
603976,正川股份,4.38,0,25.76,48.06,18.65,医疗保健,可选消费-医疗保健,         38.95亿,1.08,25.76,         38.95亿,硼硅玻璃管制瓶,25.78,35661,9206.41,36.54,2.36,重庆,0,594,24.84,26.5,24.83,24.68,2.06,6.77,25.82,17065,18596,0.92,85,90,--  ,4.22,--  ,--  ,1.51,4.33,2096,17,0.0011,1,3.17,7.74,12.44,-23.81,5.68,         16.18亿,41.55,35.94,1.53,KDJ金叉,10,5,11,0.65,7.37,0.61,4.62,3.7,-2.79,3.75,-0.24,20220901,20170822,1.51,--  ,--  ,19.47,11.6,--  ,40.42,10.5,6.42,0.42,3.65,2.21,1.67,5.56,4.1,3.15,0.46,0.02,0.46,0.41,0.41,0.36,3.77,0.12,-1.57,27338,2298,5.92万,4.56,26.66,3.43,333.77,9.49,1.2,0.270㈡,7.51,3.67,2.49,0.08,59.58,   3.49㈡,23.19,11.19,9.87,0.12,1755,603976,--  ,--  ,--  
603977,国泰集团,2.68,0.33,9.2,24.5,17.23,化工原料,材料-化工,         54.31亿,0.24,9.19,         54.31亿,工业包装炸药,9.2,125012,11320.78,22.62,2.12,江西,0.03,2582,8.94,9.2,8.85,8.96,0.98,3.91,9.06,54730,70282,0.78,846,4112,--  ,63.56,--  ,--  ,5.9,2.63,2653,47,0.0008,2,1.54,4.31,6.98,-11.11,5.88,         19.55亿,35.99,20.61,0.98,KDJ金叉,8,3,9,-0.22,2.68,-1.23,1.12,2.91,0,3.95,1.56,20220811,20161111,5.9,--  ,--  ,48.36,26.79,4.94,34.39,19.79,9.03,3.67,13.99,2.14,6.42,11.81,9.43,6.16,1.49,0,1.5,1.31,1.11,0.97,7.65,0.85,-0.56,20141,10548,9.70万,26.75,15.93,2.04,63.98,5.76,1.4,0.190㈡,4.51,2,1.3,0.14,55.39,   4.14㈡,34.73,15.75,13.86,0.52,2354,603977,--  ,--  ,--  
603978,深圳新星,3.41,0.13,23.96,103.23,15.3,小金属,材料-有色,         39.76亿,0.79,23.96,         39.76亿,铝晶粒细化剂,23.97,25184,5973.98,138.14,1.52,深圳,0,556,23.31,24.23,22.93,23.17,0.75,5.61,23.72,13230,11954,1.11,15,4,--  ,3.73,--  ,--  ,1.66,3.36,1700,15,0.0009,2,-2.91,-10.6,18.67,-12.62,3.21,         18.82亿,47.34,239.64,1.61,-- -- ,1,6,10,0.6,4.57,-1.04,2.37,2.79,-1.11,4.49,1.04,20220831,20170807,1.66,--  ,--  ,31.98,18.05,--  ,43.55,17.56,9.86,1.08,7.63,2.08,3.81,7.29,7.35,6.45,0.16,0.05,0.16,0.19,0.19,0.13,7.67,0.03,3.38,17444,4503,10.79万,-38.77,14.45,2.35,1283.38,5.41,0,0.120㈡,10.19,4.39,4.63,0.02,56.45,   1.07㈡,12.19,2.19,2.62,0.36,586,603978,--  ,--  ,--  
