time,open,high,low,close,volume,LH_MA_ALL.M1S   ,LH_MA_ALL.M2S   ,LH_MA_ALL.M3S   ,LH_MA_ALL.M2M   ,LH_MA_ALL.M3M   ,LH_MA_ALL.PV1   ,LH_MA_ALL.PV2   ,LH_MA_ALL.PV3   ,LH_MA_ALL.PEAK_PREV1,LH_MA_ALL.PEAK_PREV2,LH_MA_ALL.T_PREV1,LH_MA_ALL.T_PREV2,LH_VOL_TDX2.AMO1  ,LH_VOL_TDX2.VOLUME,LH_VOL_TDX2.MV1   ,LH_VOL_TDX2.MV2   ,LH_VOL_TDX2.MV3   ,LH_VOL_TDX2.      ,LH_VOL_TDX2.      ,LH_VOL_TDX2.      ,LH_VOL_TDX2.      ,LH_VOL_TDX2.      ,LH_VOL_TDX2.      ,LH_VOL_TDX2.      ,LH_VOL_TDX2.      ,LH_VOL_TDX2.      ,LH_VOL_TDX2.TL    ,LH_VOL_TDX2.      ,LH_VOL_TDX2.R23   ,LH_VOL_TDX2.R13   ,LH_VOL_TDX2.R12   ,LH_VOL_TDX2.V1S   ,LH_VOL_TDX2.V2S   ,LH_VOL_TDX2.V3S   ,LH_VOL_TDX2.VVRATIO,LH_VOL_TDX2.AMO1  ,LH_VOL_TDX2.VOLUME,LH_VOL_TDX2.MV1   ,LH_VOL_TDX2.MV2   ,LH_VOL_TDX2.MV3   ,LH_VOL_TDX2.      ,LH_VOL_TDX2.      ,LH_VOL_TDX2.      ,LH_VOL_TDX2.      ,LH_VOL_TDX2.      ,LH_VOL_TDX2.      ,LH_VOL_TDX2.      ,LH_VOL_TDX2.      ,LH_VOL_TDX2.      ,LH_VOL_TDX2.TL    ,LH_VOL_TDX2.      ,LH_VOL_TDX2.R23   ,LH_VOL_TDX2.R13   ,LH_VOL_TDX2.R12   ,LH_VOL_TDX2.V1S   ,LH_VOL_TDX2.V2S   ,LH_VOL_TDX2.V3S   ,LH_VOL_TDX2.VVRATIO
2025/07/21-11:20,6047,6049.4,6034.2,6040.2,1574,6051.11,6055.19,6055.62,6053.27,6050.58,6051.71,6051.71,6069.08,6072.8,6072.8,           ,           ,0,15.74,8.15,21.37,7.76,0,0,0,1,           ,0,0,1,1,0,0,2.75,1.05,0.38,1.93,0.74,2.03,3.2,0,15.74,8.15,21.37,7.76,0,0,0,1,           ,0,0,1,1,0,0,2.75,1.05,0.38,1.93,0.74,2.03,3.2
2025/07/21-11:25,6039.8,6054,6039.4,6052.2,859,6051.42,6054.73,6055.35,6053.23,6050.61,6049.37,6049.37,6070.17,6072.8,6072.8,           ,           ,0,8.59,8.23,20.75,7.83,0,0,0,0,           ,0,1,0,0,0,0,2.65,1.05,0.4,1.04,0.41,1.1,0.55,0,8.59,8.23,20.75,7.83,0,0,0,0,           ,0,1,0,0,0,0,2.65,1.05,0.4,1.04,0.41,1.1,0.55
2025/07/21-11:30,6051.4,6056,6049.4,6050.8,445,6051.24,6054.13,6054.98,6053.13,6050.62,6047.03,6047.03,6071.26,6072.8,6072.8,           ,           ,0,4.45,7.54,19.95,7.55,0,0,0,0,           ,1,0,0,0,0,0,2.64,1,0.38,0.59,0.22,0.59,0.52,0,4.45,7.54,19.95,7.55,0,0,0,0,           ,1,0,0,0,0,0,2.64,1,0.38,0.59,0.22,0.59,0.52
2025/07/21-13:05,6050.2,6050.8,6035.4,6040.2,1020,6048.09,6051.99,6053.8,6052.6,6050.4,6044.69,6044.69,6072.35,6072.8,6072.8,           ,           ,0,10.2,8.02,19.48,7.76,0,0,0,0,           ,0,0,1,1,0,0,2.51,1.03,0.41,1.27,0.52,1.31,2.29,0,10.2,8.02,19.48,7.76,0,0,0,0,           ,0,0,1,1,0,0,2.51,1.03,0.41,1.27,0.52,1.31,2.29
2025/07/21-13:10,6041,6044.6,6037.6,6041.6,669,6046.23,6050.39,6052.83,6052.15,6050.22,6042.34,6042.34,6073.44,6072.8,6072.8,           ,           ,0,6.69,7.78,18.86,7.68,0,0,0,0,           ,0,1,0,0,0,0,2.45,1.01,0.41,0.86,0.35,0.87,0.66,0,6.69,7.78,18.86,7.68,0,0,0,0,           ,0,1,0,0,0,0,2.45,1.01,0.41,0.86,0.35,0.87,0.66
2025/07/21-13:15,6041.8,6043,6036.6,6040,567,6044.45,6048.79,6051.8,6051.66,6050.01,6040,6040,6074.53,6072.8,6072.8,6040,6040,0,5.67,7.4,18.21,7.53,0,0,0,0,           ,1,0,0,0,0,0,2.42,0.98,0.41,0.77,0.31,0.75,0.85,0,5.67,7.4,18.21,7.53,0,0,0,0,           ,1,0,0,0,0,0,2.42,0.98,0.41,0.77,0.31,0.75,0.85
2025/07/21-13:20,6040.2,6051,6039.2,6046,759,6044.89,6048.36,6051.34,6051.43,6049.93,6044.13,6041.58,6075.62,6072.8,6072.8,6040,6040,0,7.59,7.43,17.69,7.54,0,0,0,0,           ,0,1,0,0,0,0,2.35,0.99,0.42,1.02,0.43,1.01,1.34,0,7.59,7.43,17.69,7.54,0,0,0,0,           ,0,1,0,0,0,0,2.35,0.99,0.42,1.02,0.43,1.01,1.34
2025/07/21-13:25,6045,6049.6,6041.6,6049,436,6046.07,6048.46,6051.15,6051.33,6049.91,6048.27,6043.17,6076.71,6072.8,6072.8,6040,6040,0,4.36,6.87,17.04,7.32,0,0,0,0,           ,1,0,0,0,0,0,2.33,0.94,0.4,0.63,0.26,0.6,0.57,0,4.36,6.87,17.04,7.32,0,0,0,0,           ,1,0,0,0,0,0,2.33,0.94,0.4,0.63,0.26,0.6,0.57
2025/07/21-13:30,6048.2,6053,6048,6050,394,6047.19,6048.7,6051.06,6051.27,6049.91,6052.4,6044.75,6077.79,6072.8,6072.8,6040,6040,0,3.94,6.34,16.4,7.09,0,0,0,0,           ,1,0,0,0,0,0,2.31,0.89,0.39,0.62,0.24,0.56,0.9,0,3.94,6.34,16.4,7.09,0,0,0,0,           ,1,0,0,0,0,0,2.31,0.89,0.39,0.62,0.24,0.56,0.9
2025/07/21-13:35,6050,6054.8,6048,6050.2,489,6048.05,6048.93,6050.99,6051.23,6049.92,6056.53,6046.33,6078.88,6072.8,6072.8,6040,6040,0,4.89,6.08,15.84,6.95,0,0,0,0,           ,0,1,0,0,0,0,2.28,0.87,0.38,0.8,0.31,0.7,1.24,0,4.89,6.08,15.84,6.95,0,0,0,0,           ,0,1,0,0,0,0,2.28,0.87,0.38,0.8,0.31,0.7,1.24
2025/07/21-13:40,6050,6060.4,6050,6060,676,6051.46,6050.63,6051.71,6051.59,6050.13,6060.67,6047.92,6079.97,6072.8,6072.8,6040,6040,0,6.76,6.2,15.4,6.94,0,0,0,0,           ,0,1,0,0,0,0,2.22,0.89,0.4,1.09,0.44,0.97,1.38,0,6.76,6.2,15.4,6.94,0,0,0,0,           ,0,1,0,0,0,0,2.22,0.89,0.4,1.09,0.44,0.97,1.38
2025/07/21-13:45,6059.4,6066.6,6058,6064.8,764,6055.27,6052.81,6052.76,6052.13,6050.43,6064.8,6049.5,6081.06,6064.8,6072.8,6040,6040,0,7.64,6.46,15.02,6.98,0,0,0,0,           ,0,1,0,0,0,0,2.15,0.93,0.43,1.18,0.51,1.09,1.13,0,7.64,6.46,15.02,6.98,0,0,0,0,           ,0,1,0,0,0,0,2.15,0.93,0.43,1.18,0.51,1.09,1.13
2025/07/21-13:50,6064.6,6065.2,6058,6060.6,605,6056.8,6054.01,6053.38,6052.47,6050.64,6060.2,6051.08,6082.15,6064.8,6072.8,6040,6040,0,6.05,6.39,14.58,6.93,0,0,0,0,           ,0,1,0,0,0,0,2.11,0.92,0.44,0.95,0.41,0.87,0.79,0,6.05,6.39,14.58,6.93,0,0,0,0,           ,0,1,0,0,0,0,2.11,0.92,0.44,0.95,0.41,0.87,0.79
2025/07/21-13:55,6060.6,6060.6,6053,6056,564,6056.57,6054.32,6053.59,6052.62,6050.75,6055.6,6052.67,6083.24,6064.8,6072.8,6040,6040,0,5.64,6.25,14.15,6.85,0,0,0,0,           ,0,1,0,0,0,0,2.06,0.91,0.44,0.9,0.4,0.82,0.93,0,5.64,6.25,14.15,6.85,0,0,0,0,           ,0,1,0,0,0,0,2.06,0.91,0.44,0.9,0.4,0.82,0.93
2025/07/21-14:00,6055.4,6055.4,6049.6,6051,461,6054.98,6053.81,6053.39,6052.55,6050.75,6051,6054.25,6084.33,6064.8,6072.8,6051,6040,0,4.61,5.95,13.68,6.73,0,0,0,0,           ,1,0,0,0,0,0,2.03,0.88,0.44,0.77,0.34,0.69,0.82,0,4.61,5.95,13.68,6.73,0,0,0,0,           ,1,0,0,0,0,0,2.03,0.88,0.44,0.77,0.34,0.69,0.82
2025/07/21-14:05,6051.8,6062,6050.8,6058.6,423,6056.01,6054.54,6053.8,6052.8,6050.92,6052.8,6055.83,6085.42,6064.8,6072.8,6051,6040,0,4.23,5.64,13.22,6.59,0,0,0,0,           ,1,0,0,0,0,0,2.01,0.86,0.43,0.75,0.32,0.64,0.92,0,4.23,5.64,13.22,6.59,0,0,0,0,           ,1,0,0,0,0,0,2.01,0.86,0.43,0.75,0.32,0.64,0.92
2025/07/21-14:10,6058.6,6063,6057.8,6060.2,371,6057.21,6055.41,6054.31,6053.1,6051.11,6054.6,6057.42,6086.51,6064.8,6072.8,6051,6040,0,3.71,5.29,12.76,6.44,0,0,0,0,           ,1,0,0,0,0,0,1.98,0.82,0.41,0.7,0.29,0.58,0.88,0,3.71,5.29,12.76,6.44,0,0,0,0,           ,1,0,0,0,0,0,1.98,0.82,0.41,0.7,0.29,0.58,0.88
2025/07/21-14:15,6060.8,6062,6059.4,6060.6,306,6058.18,6056.21,6054.82,6053.41,6051.3,6056.4,6059,6087.6,6064.8,6072.8,6051,6040,0,3.06,4.88,12.28,6.27,0,0,0,0,           ,1,0,0,0,0,0,1.96,0.78,0.4,0.63,0.25,0.49,0.82,0,3.06,4.88,12.28,6.27,0,0,0,0,           ,1,0,0,0,0,0,1.96,0.78,0.4,0.63,0.25,0.49,0.82
2025/07/21-14:20,6060,6065,6058.2,6059.6,611,6058.58,6056.73,6055.2,6053.66,6051.47,6058.2,6060.58,6088.69,6064.8,6072.8,6051,6040,0,6.11,5.11,11.98,6.26,0,0,0,0,           ,0,0,1,1,0,0,1.91,0.82,0.43,1.2,0.51,0.98,2,0,6.11,5.11,11.98,6.26,0,0,0,0,           ,0,0,1,1,0,0,1.91,0.82,0.43,1.2,0.51,0.98,2
2025/07/21-14:25,6059.8,6064.6,6059.8,6062.6,449,6059.73,6057.64,6055.79,6054.02,6051.7,6060,6062.17,6089.78,6064.8,6072.8,6051,6040,0,4.49,4.99,11.62,6.17,0,0,0,0,           ,0,1,0,0,0,0,1.88,0.81,0.43,0.9,0.39,0.73,0.73,0,4.49,4.99,11.62,6.17,0,0,0,0,           ,0,1,0,0,0,0,1.88,0.81,0.43,0.9,0.39,0.73,0.73
2025/07/21-14:30,6062.8,6068,6061.4,6063.4,635,6060.78,6058.52,6056.4,6054.41,6051.94,6061.8,6063.75,6090.87,6064.8,6072.8,6051,6040,0,6.35,5.24,11.36,6.18,0,0,0,0,           ,0,0,1,0,0,0,1.84,0.85,0.46,1.21,0.56,1.03,1.41,0,6.35,5.24,11.36,6.18,0,0,0,0,           ,0,0,1,0,0,0,1.84,0.85,0.46,1.21,0.56,1.03,1.41
2025/07/21-14:35,6063.8,6066.6,6062,6063.6,473,6061.59,6059.3,6056.98,6054.78,6052.18,6063.6,6065.33,6091.96,6064.8,6072.8,6051,6040,0,4.73,5.15,11.04,6.11,0,0,0,0,           ,0,1,0,0,0,0,1.81,0.84,0.47,0.92,0.43,0.77,0.74,0,4.73,5.15,11.04,6.11,0,0,0,0,           ,0,1,0,0,0,0,1.81,0.84,0.47,0.92,0.43,0.77,0.74
2025/07/21-14:40,6063.6,6063.6,6056,6062.4,709,6061.82,6059.78,6057.41,6055.09,6052.39,6065.4,6066.92,6093.05,6064.8,6072.8,6051,6040,0,7.09,5.5,10.84,6.16,0,0,0,0,           ,0,0,1,0,0,0,1.76,0.89,0.51,1.29,0.65,1.15,1.5,0,7.09,5.5,10.84,6.16,0,0,0,0,           ,0,0,1,0,0,0,1.76,0.89,0.51,1.29,0.65,1.15,1.5
2025/07/21-14:45,6061.6,6063.6,6060.2,6060.6,536,6061.47,6059.91,6057.67,6055.32,6052.56,6067.2,6068.5,6094.14,6064.8,6072.8,6051,6040,0,5.36,5.48,10.58,6.12,0,0,0,0,           ,0,1,0,0,0,0,1.73,0.89,0.52,0.98,0.51,0.88,0.76,0,5.36,5.48,10.58,6.12,0,0,0,0,           ,0,1,0,0,0,0,1.73,0.89,0.52,0.98,0.51,0.88,0.76
2025/07/21-14:50,6060.6,6062.2,6057,6061,810,6061.34,6060.07,6057.93,6055.55,6052.74,6069,6070.08,6095.23,6064.8,6072.8,6051,6040,0,8.1,5.95,10.46,6.21,0,0,0,0,           ,0,0,1,1,0,0,1.68,0.96,0.57,1.36,0.77,1.3,1.51,0,8.1,5.95,10.46,6.21,0,0,0,0,           ,0,0,1,1,0,0,1.68,0.96,0.57,1.36,0.77,1.3,1.51
2025/07/21-14:55,6061.2,6061.2,6056.2,6056.8,1090,6060.04,6059.57,6057.84,6055.6,6052.82,6070.8,6071.67,6096.32,6064.8,6072.8,6051,6040,0,10.9,6.85,10.48,6.41,0,0,0,0,           ,0,0,1,0,0,0,1.63,1.07,0.65,1.59,1.04,1.7,1.35,0,10.9,6.85,10.48,6.41,0,0,0,0,           ,0,0,1,0,0,0,1.63,1.07,0.65,1.59,1.04,1.7,1.35
2025/07/21-15:00,6056.6,6058,6055.4,6055.6,1373,6058.77,6058.96,6057.66,6055.6,6052.88,6072.6,6073.25,6097.41,6064.8,6072.8,6051,6040,0,13.73,8.1,10.64,6.71,0,0,0,1,           ,0,0,1,0,0,0,1.58,1.21,0.76,1.69,1.29,2.05,1.26,0,13.73,8.1,10.64,6.71,0,0,0,1,           ,0,0,1,0,0,0,1.58,1.21,0.76,1.69,1.29,2.05,1.26
2025/07/22-09:35,6064,6073.4,6056,6067.2,2962,6061.18,6060.23,6058.43,6056.07,6053.17,6074.4,6074.83,6098.49,6064.8,6072.8,6051,6040,0,29.62,12.01,11.56,7.65,0,1,0,1,12.01,0,0,1,1,1,1,1.51,1.57,1.04,2.47,2.56,3.87,2.16,0,29.62,12.01,11.56,7.65,0,1,0,1,12.01,0,0,1,1,1,1,1.51,1.57,1.04,2.47,2.56,3.87,2.16
2025/07/22-09:40,6067.2,6080.8,6066.6,6074.6,1751,6065.01,6062.44,6059.72,6056.83,6053.62,6076.2,6076.42,6099.58,6064.8,6072.8,6051,6040,0,17.51,13.01,11.85,8.04,0,0,0,1,13.01,0,0,1,0,0,0,1.47,1.62,1.1,1.35,1.48,2.18,0.59,0,17.51,13.01,11.85,8.04,0,0,0,1,13.01,0,0,1,0,0,0,1.47,1.62,1.1,1.35,1.48,2.18,0.59
2025/07/22-09:45,6074.4,6078,6069.2,6078,1204,6068.72,6064.83,6061.18,6057.69,6054.12,6078,6078,6100.67,6078,6078,6051,6040,0,12.04,12.84,11.86,8.2,0,0,0,0,12.84,0,1,0,0,0,0,1.45,1.57,1.08,0.94,1.02,1.47,0.69,0,12.04,12.84,11.86,8.2,0,0,0,0,12.84,0,1,0,0,0,0,1.45,1.57,1.08,0.94,1.02,1.47,0.69
2025/07/22-09:50,6078.6,6079.4,6067.2,6067.2,977,6068.29,6065.2,6061.66,6058.08,6054.39,6074.65,6074.65,6101.76,6078,6078,6051,6040,0,9.77,12.28,11.76,8.26,0,0,0,0,12.28,0,1,0,0,0,0,1.42,1.49,1.04,0.8,0.83,1.18,0.81,0,9.77,12.28,11.76,8.26,0,0,0,0,12.28,0,1,0,0,0,0,1.42,1.49,1.04,0.8,0.83,1.18,0.81
2025/07/22-09:55,6067,6075,6066.4,6074.2,733,6069.98,6066.58,6062.67,6058.74,6054.8,6071.3,6071.3,6102.85,6078,6078,6051,6040,0,7.33,11.38,11.54,8.23,0,0,0,0,11.38,1,0,0,0,0,0,1.4,1.38,0.99,0.64,0.63,0.89,0.75,0,7.33,11.38,11.54,8.23,0,0,0,0,11.38,1,0,0,0,0,0,1.4,1.38,0.99,0.64,0.63,0.89,0.75
2025/07/22-10:00,6074,6075.2,6063,6073.4,865,6070.96,6067.63,6063.53,6059.34,6055.18,6067.95,6067.95,6103.94,6078,6078,6051,6040,0,8.65,10.88,11.4,8.24,0,0,0,0,10.88,0,1,0,0,0,0,1.38,1.32,0.95,0.79,0.76,1.05,1.18,0,8.65,10.88,11.4,8.24,0,0,0,0,10.88,0,1,0,0,0,0,1.38,1.32,0.95,0.79,0.76,1.05,1.18
2025/07/22-10:05,6073.6,6076.8,6066,6069.6,782,6070.57,6067.93,6064.01,6059.76,6055.48,6064.6,6064.6,6105.03,6078,6078,6051,6040,0,7.82,10.33,11.23,8.23,0,0,0,0,           ,1,0,0,0,0,0,1.36,1.26,0.92,0.76,0.7,0.95,0.9,0,7.82,10.33,11.23,8.23,0,0,0,0,           ,1,0,0,0,0,0,1.36,1.26,0.92,0.76,0.7,0.95,0.9
2025/07/22-10:10,6069.6,6075,6069.6,6071.8,449,6070.92,6068.53,6064.63,6060.25,6055.81,6061.25,6061.25,6106.12,6078,6078,6051,6040,0,4.49,9.27,10.9,8.09,0,0,0,0,           ,1,0,0,0,0,0,1.35,1.14,0.85,0.48,0.41,0.55,0.57,0,4.49,9.27,10.9,8.09,0,0,0,0,           ,1,0,0,0,0,0,1.35,1.14,0.85,0.48,0.41,0.55,0.57
2025/07/22-10:15,6071.4,6075,6069,6074.4,541,6071.91,6069.43,6065.42,6060.83,6056.2,6057.9,6057.9,6107.21,6078,6078,6051,6040,0,5.41,8.56,10.63,8,0,0,0,0,           ,1,0,0,0,0,0,1.33,1.07,0.81,0.63,0.51,0.68,1.2,0,5.41,8.56,10.63,8,0,0,0,0,           ,1,0,0,0,0,0,1.33,1.07,0.81,0.63,0.51,0.68,1.2
2025/07/22-10:20,6073.6,6074.8,6062.8,6063.4,706,6069.48,6068.5,6065.25,6060.93,6056.35,6054.55,6054.55,6108.3,6078,6078,6051,6040,0,7.06,8.29,10.46,7.97,0,0,0,0,           ,0,1,0,0,0,0,1.31,1.04,0.79,0.85,0.68,0.89,1.3,0,7.06,8.29,10.46,7.97,0,0,0,0,           ,0,1,0,0,0,0,1.31,1.04,0.79,0.85,0.68,0.89,1.3
2025/07/22-10:25,6062.8,6064.6,6051.2,6051.2,1625,6064.26,6065.84,6064.13,6060.53,6056.24,6051.2,6051.2,6109.39,6078,6078,6051.2,6051.2,0,16.25,9.74,10.74,8.25,0,0,0,0,           ,0,0,1,1,0,0,1.3,1.18,0.91,1.67,1.51,1.97,2.3,0,16.25,9.74,10.74,8.25,0,0,0,0,           ,0,0,1,1,0,0,1.3,1.18,0.91,1.67,1.51,1.97,2.3
2025/07/22-10:30,6051,6059.8,6050,6057.4,1071,6062.3,6064.54,6063.59,6060.41,6056.26,6055.52,6055.52,6110.48,6078,6078,6051.2,6051.2,0,10.71,9.91,10.74,8.33,0,0,0,0,           ,0,1,0,0,0,0,1.29,1.19,0.92,1.08,1,1.29,0.66,0,10.71,9.91,10.74,8.33,0,0,0,0,           ,0,1,0,0,0,0,1.29,1.19,0.92,1.08,1,1.29,0.66
2025/07/22-10:35,6057,6066,6056,6066,925,6063.36,6064.77,6063.78,6060.64,6056.46,6059.84,6059.84,6111.57,6078,6078,6051.2,6051.2,0,9.25,9.79,10.67,8.36,0,0,0,0,           ,0,1,0,0,0,0,1.28,1.17,0.92,0.94,0.87,1.11,0.86,0,9.25,9.79,10.67,8.36,0,0,0,0,           ,0,1,0,0,0,0,1.28,1.17,0.92,0.94,0.87,1.11,0.86
2025/07/22-10:40,6066,6073.8,6064.6,6072.4,1002,6065.94,6065.94,6064.47,6061.12,6056.79,6064.17,6064.17,6112.66,6078,6078,6051.2,6051.2,0,10.02,9.83,10.63,8.41,0,0,0,0,           ,0,1,0,0,0,0,1.26,1.17,0.92,1.02,0.94,1.19,1.08,0,10.02,9.83,10.63,8.41,0,0,0,0,           ,0,1,0,0,0,0,1.26,1.17,0.92,1.02,0.94,1.19,1.08
2025/07/22-10:45,6072.4,6078.6,6071.4,6075.2,935,6068.59,6067.37,6065.33,6061.69,6057.17,6068.49,6068.49,6113.75,6078,6078,6051.2,6051.2,0,9.35,9.75,10.57,8.44,0,0,0,0,           ,0,1,0,0,0,0,1.25,1.15,0.92,0.96,0.88,1.11,0.93,0,9.35,9.75,10.57,8.44,0,0,0,0,           ,0,1,0,0,0,0,1.25,1.15,0.92,0.96,0.88,1.11,0.93
2025/07/22-10:50,6075.8,6089.8,6075,6089.6,1014,6074.59,6070.79,6067.27,6062.83,6057.84,6072.81,6072.81,6114.84,6078,6078,6051.2,6051.2,0,10.14,9.82,10.55,8.5,0,0,0,0,           ,0,1,0,0,0,0,1.24,1.16,0.93,1.03,0.96,1.19,1.08,0,10.14,9.82,10.55,8.5,0,0,0,0,           ,0,1,0,0,0,0,1.24,1.16,0.93,1.03,0.96,1.19,1.08
2025/07/22-10:55,6089.4,6095,6087.6,6094.6,1349,6080.31,6074.45,6069.46,6064.13,6058.6,6077.13,6077.13,6115.93,6078,6078,6051.2,6051.2,0,13.49,10.49,10.69,8.65,0,0,0,0,           ,0,0,1,0,0,0,1.24,1.21,0.98,1.29,1.26,1.56,1.33,0,13.49,10.49,10.69,8.65,0,0,0,0,           ,0,0,1,0,0,0,1.24,1.21,0.98,1.29,1.26,1.56,1.33
2025/07/22-11:00,6094,6095,6087.2,6091,799,6083.36,6077,6071.18,6065.22,6059.27,6081.46,6081.46,6117.02,6078,6078,6051.2,6051.2,0,7.99,10.03,10.56,8.63,0,0,0,0,           ,0,1,0,0,0,0,1.22,1.16,0.95,0.8,0.76,0.93,0.59,0,7.99,10.03,10.56,8.63,0,0,0,0,           ,0,1,0,0,0,0,1.22,1.16,0.95,0.8,0.76,0.93,0.59
2025/07/22-11:05,6091.6,6093,6085.2,6091.8,666,6085.77,6079.27,6072.83,6066.31,6059.94,6085.78,6085.78,6118.11,6078,6078,6051.2,6051.2,0,6.66,9.42,10.37,8.57,0,0,0,0,           ,1,0,0,0,0,0,1.21,1.1,0.91,0.71,0.64,0.78,0.83,0,6.66,9.42,10.37,8.57,0,0,0,0,           ,1,0,0,0,0,0,1.21,1.1,0.91,0.71,0.64,0.78,0.83
2025/07/22-11:10,6091.8,6091.8,6085,6089.8,355,6086.92,6080.89,6074.19,6067.27,6060.55,6090.1,6090.1,6119.19,6078,6078,6051.2,6051.2,0,3.55,8.35,10.04,8.42,0,0,0,0,           ,1,0,0,0,0,0,1.19,0.99,0.83,0.43,0.35,0.42,0.53,0,3.55,8.35,10.04,8.42,0,0,0,0,           ,1,0,0,0,0,0,1.19,0.99,0.83,0.43,0.35,0.42,0.53
2025/07/22-11:15,6089.6,6098,6087,6095.2,538,6089.29,6083.09,6075.87,6068.41,6061.27,6094.42,6094.42,6120.28,6078,6078,6051.2,6051.2,0,5.38,7.81,9.81,8.33,0,0,0,0,           ,1,0,0,1,0,0,1.18,0.94,0.8,0.69,0.55,0.65,1.52,0,5.38,7.81,9.81,8.33,0,0,0,0,           ,1,0,0,1,0,0,1.18,0.94,0.8,0.69,0.55,0.65,1.52
2025/07/22-11:20,6095,6099.4,6093.2,6098.6,483,6091.95,6085.48,6077.69,6069.64,6062.04,6098.74,6098.74,6121.37,6078,6078,6051.2,6051.2,0,4.83,7.27,9.57,8.23,0,0,0,0,           ,1,0,0,0,0,0,1.16,0.88,0.76,0.66,0.5,0.59,0.9,0,4.83,7.27,9.57,8.23,0,0,0,0,           ,1,0,0,0,0,0,1.16,0.88,0.76,0.66,0.5,0.59,0.9
2025/07/22-11:25,6098.6,6106,6093.4,6095.6,1081,6092.99,6087.04,6079.12,6070.7,6062.73,6103.07,6103.07,6122.46,6078,6078,6051.2,6051.2,0,10.81,7.91,9.63,8.31,0,0,0,0,           ,0,0,1,1,0,0,1.16,0.95,0.82,1.37,1.12,1.3,2.24,0,10.81,7.91,9.63,8.31,0,0,0,0,           ,0,0,1,1,0,0,1.16,0.95,0.82,1.37,1.12,1.3,2.24
2025/07/22-11:30,6094.8,6108,6094.8,6102.6,939,6095.74,6089.43,6081,6072,6063.55,6107.39,6107.39,6123.55,6078,6078,6051.2,6051.2,0,9.39,8.18,9.62,8.34,0,0,0,0,           ,0,1,0,0,0,0,1.15,0.98,0.85,1.15,0.98,1.13,0.87,0,9.39,8.18,9.62,8.34,0,0,0,0,           ,0,1,0,0,0,0,1.15,0.98,0.85,1.15,0.98,1.13,0.87
2025/07/22-13:05,6104,6106.4,6093.2,6095.6,2100,6095.7,6090.38,6082.17,6072.96,6064.21,6111.71,6111.71,6124.64,6078,6078,6051.2,6051.2,0,21,10.51,10.17,8.68,0,0,0,1,           ,0,0,1,1,0,0,1.17,1.21,1.03,2,2.06,2.42,2.24,0,21,10.51,10.17,8.68,0,0,0,1,           ,0,0,1,1,0,0,1.17,1.21,1.03,2,2.06,2.42,2.24
2025/07/22-13:10,6095.6,6104,6090,6098.6,1380,6096.53,6091.65,6083.48,6074.01,6064.92,6116.03,6116.03,6125.73,6078,6078,6051.2,6051.2,0,13.8,11.11,10.35,8.82,0,0,0,0,           ,0,0,1,0,0,0,1.17,1.26,1.07,1.24,1.33,1.56,0.66,0,13.8,11.11,10.35,8.82,0,0,0,0,           ,0,0,1,0,0,0,1.17,1.26,1.07,1.24,1.33,1.56,0.66
2025/07/22-13:15,6098.2,6108.8,6096.4,6102.4,1152,6098.21,6093.3,6085,6075.17,6065.69,6120.36,6120.36,6126.82,6078,6078,6051.2,6051.2,0,11.52,11.18,10.41,8.89,0,0,0,0,           ,0,1,0,0,0,0,1.17,1.26,1.07,1.03,1.11,1.3,0.83,0,11.52,11.18,10.41,8.89,0,0,0,0,           ,0,1,0,0,0,0,1.17,1.26,1.07,1.03,1.11,1.3,0.83
2025/07/22-13:20,6102.6,6109.4,6100,6105,826,6100.15,6095.1,6086.6,6076.39,6066.5,6124.68,6124.68,6127.91,6078,6078,6051.2,6051.2,0,8.26,10.65,10.3,8.88,0,0,0,0,           ,1,0,0,0,0,0,1.16,1.2,1.03,0.78,0.8,0.93,0.72,0,8.26,10.65,10.3,8.88,0,0,0,0,           ,1,0,0,0,0,0,1.16,1.2,1.03,0.78,0.8,0.93,0.72
2025/07/22-13:25,6104.8,6129,6102.4,6129,1897,6108.39,6100.31,6089.99,6078.53,6067.79,6129,6129,6129,6129,6129,6051.2,6051.2,0,18.97,12.17,10.72,9.14,0,0,0,1,12.17,0,0,1,1,0,0,1.17,1.33,1.13,1.56,1.77,2.08,2.3,0,18.97,12.17,10.72,9.14,0,0,0,1,12.17,0,0,1,1,0,0,1.17,1.33,1.13,1.56,1.77,2.08,2.3
2025/07/22-13:30,6129,6129,6114,6115.6,1206,6110.45,6102.67,6092.04,6080.05,6068.78,6124.62,6124.62,6124.62,6129,6129,6051.2,6051.2,0,12.06,12.15,10.79,9.21,0,0,0,0,12.15,0,1,0,0,0,0,1.17,1.32,1.13,0.99,1.12,1.31,0.64,0,12.06,12.15,10.79,9.21,0,0,0,0,12.15,0,1,0,0,0,0,1.17,1.32,1.13,0.99,1.12,1.31,0.64
2025/07/22-13:35,6116.4,6119.4,6101.2,6109.6,1235,6110.21,6103.73,6093.44,6081.25,6069.62,6120.24,6120.24,6120.24,6129,6129,6051.2,6051.2,0,12.35,12.18,10.87,9.29,0,0,0,0,12.18,0,1,0,0,0,0,1.17,1.31,1.12,1.01,1.14,1.33,1.02,0,12.35,12.18,10.87,9.29,0,0,0,0,12.18,0,1,0,0,0,0,1.17,1.31,1.12,1.01,1.14,1.33,1.02
